SEQ='B '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  24217863.3   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             3.21E-19  2.64E-16  1.39E-15  1.89E-15  1.07E-15  4.96E-16  2.01E-16  5.51E-17  2.00E-17
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.58E-36  4.45E-25
             1.11E-19  9.07E-17  4.75E-16  6.46E-16  3.67E-16  1.70E-16  6.86E-17  1.88E-17  6.84E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-35  2.06E-24
             5.13E-19  4.20E-16  2.19E-15  2.98E-15  1.69E-15  7.84E-16  3.17E-16  8.70E-17  3.16E-17
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.26E-36  1.28E-24
             3.23E-19  2.67E-16  1.40E-15  1.91E-15  1.08E-15  5.02E-16  2.03E-16  5.57E-17  2.02E-17
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-35  2.88E-24
             7.26E-19  5.97E-16  3.13E-15  4.26E-15  2.42E-15  1.12E-15  4.53E-16  1.24E-16  4.51E-17
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-35  1.91E-24
             4.85E-19  4.00E-16  2.10E-15  2.86E-15  1.62E-15  7.52E-16  3.04E-16  8.35E-17  3.03E-17
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-36  2.98E-25
             8.26E-20  7.19E-17  3.84E-16  5.28E-16  3.01E-16  1.40E-16  5.66E-17  1.55E-17  5.64E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-36  7.71E-25
             2.09E-19  1.80E-16  9.58E-16  1.31E-15  7.50E-16  3.48E-16  1.41E-16  3.86E-17  1.40E-17
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.60E-36  1.16E-24
             3.13E-19  2.68E-16  1.43E-15  1.95E-15  1.11E-15  5.17E-16  2.09E-16  5.74E-17  2.08E-17
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.67E-36  7.80E-25
             2.15E-19  1.87E-16  9.95E-16  1.37E-15  7.80E-16  3.62E-16  1.46E-16  4.02E-17  1.46E-17
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.94E-36  5.52E-25
             1.42E-19  1.19E-16  6.25E-16  8.53E-16  4.85E-16  2.25E-16  9.09E-17  2.49E-17  9.06E-18
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-38  4.50E-27
             1.25E-21  1.10E-18  5.86E-18  8.06E-18  4.60E-18  2.14E-18  8.65E-19  2.37E-19  8.62E-20
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.89E-37  2.02E-25
             5.46E-20  4.68E-17  2.49E-16  3.41E-16  1.94E-16  9.02E-17  3.65E-17  1.00E-17  3.64E-18
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.69E-36  5.50E-25
             1.49E-19  1.28E-16  6.78E-16  9.30E-16  5.31E-16  2.46E-16  9.96E-17  2.73E-17  9.93E-18
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-36  2.27E-25
             6.23E-20  5.40E-17  2.88E-16  3.95E-16  2.26E-16  1.05E-16  4.24E-17  1.16E-17  4.23E-18
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.49E-36  5.31E-25
             1.46E-19  1.27E-16  6.77E-16  9.30E-16  5.31E-16  2.46E-16  9.97E-17  2.74E-17  9.94E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-36  3.69E-25
             1.03E-19  9.01E-17  4.82E-16  6.62E-16  3.78E-16  1.76E-16  7.11E-17  1.95E-17  7.09E-18
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-36  4.63E-25
             1.28E-19  1.12E-16  5.95E-16  8.18E-16  4.67E-16  2.17E-16  8.77E-17  2.41E-17  8.75E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.57E-37  9.77E-26
             2.69E-20  2.34E-17  1.25E-16  1.71E-16  9.78E-17  4.54E-17  1.84E-17  5.04E-18  1.83E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-37  2.95E-26
             8.10E-21  7.02E-18  3.74E-17  5.14E-17  2.93E-17  1.36E-17  5.51E-18  1.51E-18  5.49E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.85E-37  2.23E-25
             6.31E-20  5.57E-17  2.98E-16  4.11E-16  2.35E-16  1.09E-16  4.42E-17  1.21E-17  4.40E-18
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.53E-37  2.22E-25
             6.38E-20  5.67E-17  3.05E-16  4.21E-16  2.41E-16  1.12E-16  4.53E-17  1.24E-17  4.51E-18
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.40E-37  2.02E-25
             5.90E-20  5.30E-17  2.86E-16  3.95E-16  2.26E-16  1.05E-16  4.25E-17  1.17E-17  4.24E-18
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-38  4.78E-27
             1.39E-21  1.24E-18  6.68E-18  9.21E-18  5.28E-18  2.45E-18  9.93E-19  2.73E-19  9.90E-20
    56       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-36  2.82E-25
             8.03E-20  7.11E-17  3.82E-16  5.26E-16  3.01E-16  1.40E-16  5.66E-17  1.55E-17  5.65E-18
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.06E-37  1.97E-25
             5.80E-20  5.24E-17  2.83E-16  3.91E-16  2.24E-16  1.04E-16  4.22E-17  1.16E-17  4.21E-18
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.06E-37  1.54E-25
             5.08E-20  4.89E-17  2.70E-16  3.78E-16  2.18E-16  1.01E-16  4.11E-17  1.13E-17  4.11E-18
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-36  8.25E-25
             2.50E-19  2.31E-16  1.26E-15  1.74E-15  1.00E-15  4.65E-16  1.88E-16  5.18E-17  1.88E-17
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-36  3.68E-25
             1.17E-19  1.11E-16  6.08E-16  8.47E-16  4.88E-16  2.27E-16  9.20E-17  2.53E-17  9.18E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-37  7.45E-26
             2.53E-20  2.49E-17  1.39E-16  1.94E-16  1.12E-16  5.23E-17  2.12E-17  5.83E-18  2.12E-18
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.15E-37  3.75E-26
             1.28E-20  1.26E-17  6.99E-17  9.80E-17  5.67E-17  2.64E-17  1.07E-17  2.94E-18  1.07E-18
    63       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.14E-37  2.19E-25
             6.80E-20  6.34E-17  3.46E-16  4.81E-16  2.77E-16  1.29E-16  5.22E-17  1.43E-17  5.20E-18
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.39E-37  1.68E-25
             5.16E-20  4.78E-17  2.61E-16  3.62E-16  2.08E-16  9.67E-17  3.92E-17  1.08E-17  3.91E-18
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-37  6.11E-26
             1.89E-20  1.76E-17  9.63E-17  1.34E-16  7.69E-17  3.58E-17  1.45E-17  3.98E-18  1.45E-18
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-39  1.06E-27
             3.67E-22  3.65E-19  2.03E-18  2.86E-18  1.65E-18  7.71E-19  3.13E-19  8.60E-20  3.12E-20
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-39  6.52E-28
             2.29E-22  2.29E-19  1.28E-18  1.80E-18  1.04E-18  4.87E-19  1.97E-19  5.43E-20  1.97E-20
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-37  2.18E-26
             4.62E-21  3.61E-18  1.87E-17  2.54E-17  1.44E-17  6.68E-18  2.70E-18  7.41E-19  2.69E-19
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-36  1.09E-25
             2.34E-20  1.83E-17  9.54E-17  1.30E-16  7.36E-17  3.41E-17  1.38E-17  3.78E-18  1.37E-18
    70       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-42  3.06E-31
             1.03E-25  1.01E-22  5.60E-22  7.85E-22  4.54E-22  2.11E-22  8.58E-23  2.36E-23  8.57E-24
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.50E-41  2.77E-29
             1.00E-23  1.02E-20  5.75E-20  8.11E-20  4.70E-20  2.19E-20  8.91E-21  2.45E-21  8.90E-22
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.45E-41  2.02E-29
             7.29E-24  7.44E-21  4.19E-20  5.91E-20  3.43E-20  1.60E-20  6.49E-21  1.78E-21  6.49E-22
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.15E-38  4.58E-27
             1.01E-21  8.05E-19  4.21E-18  5.74E-18  3.26E-18  1.51E-18  6.12E-19  1.68E-19  6.10E-20
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-38  2.53E-27
             5.73E-22  4.65E-19  2.45E-18  3.35E-18  1.91E-18  8.84E-19  3.58E-19  9.81E-20  3.56E-20
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-38  1.05E-26
             3.69E-21  3.71E-18  2.08E-17  2.92E-17  1.69E-17  7.90E-18  3.21E-18  8.81E-19  3.20E-19
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.77E-38  2.10E-26
             7.01E-21  6.83E-18  3.79E-17  5.30E-17  3.06E-17  1.43E-17  5.79E-18  1.59E-18  5.78E-19
    77       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-38  9.42E-27
             3.15E-21  3.07E-18  1.70E-17  2.39E-17  1.38E-17  6.42E-18  2.61E-18  7.16E-19  2.60E-19
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.12E-38  6.55E-27
             2.18E-21  2.12E-18  1.17E-17  1.64E-17  9.50E-18  4.42E-18  1.79E-18  4.93E-19  1.79E-19
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.35E-38  4.61E-27
             9.05E-22  6.47E-19  3.24E-18  4.31E-18  2.42E-18  1.11E-18  4.50E-19  1.23E-19  4.47E-20
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-39  4.01E-28
             1.42E-22  1.44E-19  8.05E-19  1.13E-18  6.58E-19  3.07E-19  1.24E-19  3.42E-20  1.24E-20
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-39  1.11E-27
             3.93E-22  3.97E-19  2.23E-18  3.14E-18  1.82E-18  8.48E-19  3.44E-19  9.47E-20  3.44E-20
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.80E-37  4.34E-26
             9.46E-21  7.43E-18  3.86E-17  5.25E-17  2.98E-17  1.38E-17  5.58E-18  1.53E-18  5.56E-19
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.91E-37  5.67E-26
             1.24E-20  9.77E-18  5.09E-17  6.91E-17  3.92E-17  1.82E-17  7.35E-18  2.02E-18  7.32E-19
    84       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-37  3.55E-26
             7.84E-21  6.21E-18  3.24E-17  4.41E-17  2.50E-17  1.16E-17  4.69E-18  1.29E-18  4.67E-19
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-41  6.77E-30
             2.44E-24  2.48E-21  1.40E-20  1.97E-20  1.15E-20  5.34E-21  2.17E-21  5.96E-22  2.17E-22
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.07E-41  1.52E-29
             4.69E-24  4.47E-21  2.47E-20  3.45E-20  1.99E-20  9.28E-21  3.76E-21  1.03E-21  3.76E-22
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.10E-37  7.40E-26
             1.68E-20  1.36E-17  7.16E-17  9.77E-17  5.57E-17  2.58E-17  1.04E-17  2.87E-18  1.04E-18
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.88E-37  3.58E-26
             8.40E-21  6.95E-18  3.68E-17  5.05E-17  2.88E-17  1.34E-17  5.41E-18  1.49E-18  5.40E-19
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-37  2.95E-26
             6.92E-21  5.72E-18  3.03E-17  4.16E-17  2.37E-17  1.10E-17  4.45E-18  1.22E-18  4.44E-19
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.60E-37  2.07E-26
             4.96E-21  4.17E-18  2.22E-17  3.05E-17  1.74E-17  8.08E-18  3.27E-18  8.98E-19  3.26E-19
    91       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.90E-38  2.72E-27
             6.87E-22  5.92E-19  3.18E-18  4.38E-18  2.51E-18  1.17E-18  4.72E-19  1.30E-19  4.71E-20
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.35E-38  4.76E-27
             9.63E-22  7.05E-19  3.57E-18  4.77E-18  2.68E-18  1.24E-18  5.00E-19  1.37E-19  4.98E-20
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-38  2.48E-27
             5.41E-22  4.25E-19  2.21E-18  2.99E-18  1.70E-18  7.86E-19  3.18E-19  8.72E-20  3.17E-20
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.66E-39  1.21E-27
             3.04E-22  2.62E-19  1.41E-18  1.94E-18  1.11E-18  5.16E-19  2.09E-19  5.74E-20  2.09E-20
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.99E-37  2.68E-26
             6.60E-21  5.64E-18  3.02E-17  4.16E-17  2.38E-17  1.11E-17  4.48E-18  1.23E-18  4.47E-19
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.94E-38  4.78E-26
             1.97E-20  2.18E-17  1.26E-16  1.80E-16  1.05E-16  4.92E-17  2.00E-17  5.50E-18  2.00E-18
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-37  5.17E-26
             2.03E-20  2.19E-17  1.25E-16  1.78E-16  1.04E-16  4.85E-17  1.97E-17  5.42E-18  1.97E-18
    98       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.22E-38  4.08E-26
             1.62E-20  1.75E-17  1.00E-16  1.43E-16  8.33E-17  3.89E-17  1.58E-17  4.35E-18  1.58E-18
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.72E-38  3.01E-26
             1.21E-20  1.31E-17  7.55E-17  1.08E-16  6.29E-17  2.94E-17  1.19E-17  3.29E-18  1.19E-18
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.57E-39  1.34E-27
             3.18E-22  2.61E-19  1.38E-18  1.88E-18  1.07E-18  4.97E-19  2.01E-19  5.52E-20  2.01E-20
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.98E-39  1.16E-27
             2.82E-22  2.36E-19  1.25E-18  1.72E-18  9.80E-19  4.55E-19  1.84E-19  5.05E-20  1.84E-20
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.20E-39  7.65E-28
             1.87E-22  1.57E-19  8.35E-19  1.15E-18  6.55E-19  3.04E-19  1.23E-19  3.38E-20  1.23E-20
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.32E-42  2.41E-30
             9.79E-25  1.07E-21  6.20E-21  8.85E-21  5.17E-21  2.42E-21  9.83E-22  2.70E-22  9.83E-23
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-37  1.89E-26
             4.67E-21  3.96E-18  2.11E-17  2.91E-17  1.66E-17  7.72E-18  3.13E-18  8.58E-19  3.12E-19
   105       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.71E-41  5.50E-30
             1.37E-24  1.16E-21  6.15E-21  8.44E-21  4.82E-21  2.24E-21  9.06E-22  2.49E-22  9.03E-23
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.52E-37  1.98E-25
             7.81E-20  8.40E-17  4.81E-16  6.85E-16  4.00E-16  1.87E-16  7.59E-17  2.09E-17  7.59E-18
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-37  1.60E-25
             6.32E-20  6.81E-17  3.90E-16  5.56E-16  3.24E-16  1.51E-16  6.16E-17  1.69E-17  6.15E-18
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.05E-38  2.51E-26
             1.05E-20  1.17E-17  6.80E-17  9.73E-17  5.70E-17  2.67E-17  1.08E-17  2.98E-18  1.08E-18
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.55E-38  1.27E-26
             5.32E-21  5.94E-18  3.44E-17  4.93E-17  2.89E-17  1.35E-17  5.49E-18  1.51E-18  5.49E-19
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.39E-39  9.32E-28
             2.26E-22  1.89E-19  9.99E-19  1.37E-18  7.82E-19  3.63E-19  1.47E-19  4.03E-20  1.46E-20
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.97E-39  5.86E-28
             1.46E-22  1.25E-19  6.67E-19  9.19E-19  5.26E-19  2.44E-19  9.89E-20  2.72E-20  9.86E-21
   112       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-39  3.66E-28
             1.01E-22  9.26E-20  5.07E-19  7.07E-19  4.07E-19  1.90E-19  7.69E-20  2.11E-20  7.68E-21
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-39  7.40E-28
             1.90E-22  1.66E-19  8.95E-19  1.24E-18  7.10E-19  3.30E-19  1.34E-19  3.67E-20  1.33E-20
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-39  4.79E-28
             1.33E-22  1.22E-19  6.70E-19  9.34E-19  5.39E-19  2.51E-19  1.02E-19  2.79E-20  1.01E-20
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.64E-39  4.01E-28
             1.01E-22  8.74E-20  4.69E-19  6.46E-19  3.70E-19  1.72E-19  6.96E-20  1.91E-20  6.95E-21
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.48E-40  3.82E-28
             1.62E-22  1.83E-19  1.06E-18  1.52E-18  8.92E-19  4.17E-19  1.70E-19  4.67E-20  1.70E-20
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.22E-40  2.17E-28
             9.25E-23  1.04E-19  6.06E-19  8.70E-19  5.10E-19  2.38E-19  9.70E-20  2.67E-20  9.70E-21
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.76E-37  2.69E-25
             1.10E-19  1.20E-16  6.93E-16  9.89E-16  5.78E-16  2.70E-16  1.10E-16  3.02E-17  1.10E-17
   119       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.82E-37  4.53E-25
             1.83E-19  2.00E-16  1.15E-15  1.65E-15  9.62E-16  4.49E-16  1.83E-16  5.03E-17  1.83E-17
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-38  2.23E-27
             5.33E-22  4.37E-19  2.30E-18  3.14E-18  1.79E-18  8.30E-19  3.36E-19  9.22E-20  3.35E-20
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-36  4.60E-25
             1.85E-19  2.02E-16  1.16E-15  1.66E-15  9.67E-16  4.52E-16  1.84E-16  5.05E-17  1.84E-17
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-39  4.50E-28
             1.13E-22  9.64E-20  5.15E-19  7.10E-19  4.06E-19  1.89E-19  7.64E-20  2.10E-20  7.62E-21
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.33E-39  6.69E-28
             1.71E-22  1.48E-19  7.98E-19  1.10E-18  6.32E-19  2.94E-19  1.19E-19  3.27E-20  1.19E-20
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.24E-37  2.99E-25
             1.23E-19  1.37E-16  7.93E-16  1.13E-15  6.64E-16  3.10E-16  1.26E-16  3.47E-17  1.26E-17
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.41E-39  6.21E-28
             1.46E-22  1.19E-19  6.24E-19  8.52E-19  4.85E-19  2.25E-19  9.09E-20  2.49E-20  9.06E-21
   126       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.81E-40  1.05E-28
             2.70E-23  2.35E-20  1.26E-19  1.74E-19  1.00E-19  4.65E-20  1.88E-20  5.17E-21  1.88E-21
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-36  5.65E-25
             2.27E-19  2.47E-16  1.42E-15  2.02E-15  1.18E-15  5.52E-16  2.24E-16  6.17E-17  2.24E-17
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-37  4.20E-25
             1.69E-19  1.85E-16  1.06E-15  1.52E-15  8.87E-16  4.14E-16  1.68E-16  4.63E-17  1.68E-17
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.05E-41  1.61E-29
             6.95E-24  7.89E-21  4.60E-20  6.61E-20  3.88E-20  1.81E-20  7.38E-21  2.03E-21  7.39E-22
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-41  1.16E-29
             5.01E-24  5.69E-21  3.32E-20  4.76E-20  2.79E-20  1.31E-20  5.32E-21  1.46E-21  5.32E-22
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-43  5.65E-32
             2.44E-26  2.78E-23  1.62E-22  2.33E-22  1.37E-22  6.39E-23  2.60E-23  7.15E-24  2.60E-24
   132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.14E-44  4.84E-32
             2.09E-26  2.38E-23  1.39E-22  1.99E-22  1.17E-22  5.47E-23  2.22E-23  6.12E-24  2.23E-24
   133       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.30E-37  2.93E-25
